date,log_return_1d,high_low_range,close_open_return,volume_change,rsi_14,macd_pct,macd_signal_pct,bb_position,bb_width,sma_ratio_20,ema_ratio_50,atr_pct,adx_14,stoch_k,obv_change,return_lag_5,return_lag_10,return_lag_20,volatility_20,momentum_10,direction,next_return,close
2017-10-05,0.01972533141091709,0.05707722665250219,0.019921161244027097,-0.10285555849871741,55.33584182993051,0.014841730925608115,0.00228227464305797,0.7629591723255735,0.26788378959733583,0.07044249959195348,0.03618954683196596,0.07006018916934381,25.523770765679576,74.50950685554126,-0.5604516016614287,-0.019855477721289615,0.0905700441110235,0.14852018649324158,0.040538997084550034,0.09479818912197935,1,0.017838380590947223,4292.43
2017-10-06,0.017681143825878376,0.02861066605630579,0.011579096038657255,-0.34988569261533653,57.37818294003371,0.016842126895867303,0.0051622462344907095,0.8016611704012876,0.26759761713430646,0.08072381038133059,0.052417046676736634,0.06595935570987418,24.299884286844048,81.09097691220354,-0.828936258700893,-0.002167482226058863,0.11809350957513387,0.16216893084035086,0.04059370718184443,0.12534933738586163,1,0.012359807736324058,4369.0
2017-10-07,0.012284048916890836,0.03774361293239873,0.012359807736324058,-0.41247708108328196,58.80870439195925,0.01917027410565345,0.007913431497321495,0.818041643166481,0.2653253415331807,0.08438450759492055,0.06269818060534527,0.0631961746431595,22.86997748382331,85.23437749635198,-2.8470033837053403,0.009769474497834859,0.053401730697564195,0.17848808194236604,0.04050067337803506,0.054853326973527405,1,0.04906172281257071,4423.0
2017-10-08,0.04789616735197424,0.050215517241379314,0.0485875706214689,0.7421584657129174,64.0328901707329,0.02368851415997142,0.010772376541072383,0.9476151142410048,0.2886671047841819,0.12921175908559168,0.10983797101183845,0.059555370163285534,21.708277573259664,98.20772470651492,2.6853935897427985,0.07377646212250744,0.10571977558624585,0.1397055862045767,0.03739100354667789,0.1115103605222183,1,0.03167025862068962,4640.0
2017-10-10,-0.00081295635307388,0.058416578508318905,-0.0008126259935865576,0.6137374281406249,66.91643666892281,0.03382517502837364,0.01813865556823013,0.9199185807170314,0.33249702866423525,0.13962168036931577,0.13148327407799454,0.05870251435320797,21.499746498919087,83.72501586659189,-0.7682087510043115,0.10822750290424189,0.08837202518295237,0.20410395591206162,0.03658659396989242,0.09239444468552094,1,0.008022061190952945,4783.06
2017-10-11,0.007990055511815492,0.0355931746390593,0.008022061190952945,-0.27778597466063426,67.74148272136915,0.037337687762066245,0.021862980879754523,0.9063688875913202,0.3258632582603204,0.13242068976612953,0.13430761608529762,0.056618048823234624,21.51803198904724,86.25283980991877,2.3935810207143335,0.09853641459017926,0.09636893236412035,0.28936556230162774,0.030281353067790492,0.10116524455975617,1,0.1262218885268478,4821.43
2017-10-12,0.1188685693863661,0.11599079189686923,0.1262218885268478,0.6945204006879497,77.37769234347725,0.04434653703879934,0.02439944838795506,1.1781278677371836,0.3663997164892615,0.24846585848237135,0.2637305920291453,0.054966712296652266,23.03853707234425,99.32862000833346,1.195189342921938,0.2051209350596544,0.21489040955748936,0.4121531692691426,0.037856887120397135,0.23972602739726034,1,0.04051197053406996,5430.0
2017-10-13,0.03971287138323145,0.0825365753507092,0.03860117389921669,0.4724096795557726,79.73426842121364,0.05366849888591062,0.029493271279608112,1.1458270466119571,0.4207092990172271,0.27170544406648256,0.298885480728583,0.05494874344714096,25.161543218065102,88.69983930145085,0.801665862261224,0.1969376390909115,0.2707141012134191,0.4019279956975792,0.03750736350633703,0.31090023201856143,1,0.038939960849418975,5649.98
2017-10-14,0.03820092493196572,0.054512869698244766,0.03893628318584064,-0.48359145505054346,81.77867987421584,0.06239004186359224,0.03518828799695771,1.1250320823208917,0.46263647116278905,0.2891626369284672,0.3312203586523841,0.053005212220113375,27.21469906921313,98.32346368715082,0.22978017741113543,0.20395946486030486,0.3327252555285378,0.47238431838182215,0.035591322480164604,0.39476404211386695,0,-0.027257286639329914,5869.99
2017-10-15,-0.027635657908141067,0.09146951220580071,-0.024771862825638813,0.38399264012627077,75.79065079871992,0.06981678540345221,0.04290279811778673,0.9744436954056727,0.48448277676373247,0.22985979896818676,0.2801288380449283,0.05713183452959841,28.238622100180248,88.2850521436848,-0.25859424328450764,0.17713676330523778,0.28536426620947974,0.3759343103205031,0.035679445809148454,0.33024650372865705,1,0.008761836710747373,5709.99
2017-10-16,0.008723674571093827,0.03536793275023355,0.008760070052539426,0.13804976560232918,76.37321479594762,0.07352486322015231,0.048729097313678284,0.9381694634761771,0.49306398389706496,0.2160455812836033,0.27675777884949104,0.05511648335042489,29.18940777179257,91.04563262153067,0.396939348380293,0.17787038236451605,0.2764067969546952,0.3945003065298291,0.035132434486266524,0.31838406958113996,0,-0.028649206079145673,5760.02
2017-10-17,-0.029067605160105505,0.04760500446827515,-0.02864583333333337,-0.06483146852435295,70.35910188945164,0.07595799939495818,0.055324657982117026,0.829318488809959,0.49793935181066373,0.1639806348572983,0.22860765872089694,0.05608944980933853,29.68712228817373,81.94007614633338,-0.26572749056005873,0.029934207818044463,0.23505514287769877,0.28845687357526295,0.034021877564893444,0.26497852136558886,0,-0.014823949955317217,5595.0
2017-10-18,-0.014934922770701953,0.10124164105615689,-0.014823949955317217,0.6209902889758789,67.48279196844715,0.07523237670158554,0.05997217809535892,0.766572097269566,0.4913870767905196,0.13099008363121012,0.20048986484724973,0.06009830045238775,28.190432800182688,77.36357115267893,-0.586623734613636,-0.024713586335888802,0.17222405275502276,0.2779438283412686,0.03440739182744506,0.18794396551724146,1,0.031175277482465624,5512.06
2017-10-19,0.030699197842710375,0.03866007494853882,0.03099945583167063,-0.18814455226674986,70.20088131485625,0.07311848146130946,0.06115093906462652,0.8056665071677652,0.48571534886467205,0.14846691416523683,0.22647245887597522,0.056879842234716226,27.12603592443901,85.37692449242468,1.1521069654799176,-0.03221531342514415,0.17174415143516067,0.3085975127868632,0.03444061223585807,0.1873740064132694,1,0.05737433804254133,5683.9
2017-10-20,0.05578879560334583,0.08485842785619324,0.057484106972873095,0.0484955311204196,74.54881594791476,0.07281045720223776,0.06082834691082856,0.8897975178428141,0.4994081372582617,0.19466805229377382,0.2819179486301049,0.05601240214970816,27.120465566104226,94.43708830336479,0.5613006342410229,0.051209140086342676,0.22834590339158034,0.31671792857453274,0.03488566578194297,0.25651988475996523,1,0.0024891805504483333,6010.01
2017-10-21,0.002486087671967378,0.05327329430685966,0.0018707222817158087,-0.15644860157077745,74.7309622884609,0.07486003989354931,0.06351385608318823,0.85352980709258,0.5045080044281796,0.17835861748215676,0.2708992792554279,0.05568760699897946,27.24763830859651,91.63631156930127,0.3032637818554367,0.04497155318721614,0.22284193555173226,0.3192108679158525,0.03483049016167935,0.2496230371487298,0,-0.012439895966286918,6024.97
2017-10-22,-0.012517919214783185,0.05713762306681326,-0.00887016575966093,-0.18158630058077851,71.95263201721343,0.07570376633605343,0.06659188485809966,0.7933379155255073,0.49807283072819053,0.14610364594569614,0.24265848181437688,0.05644254857280596,26.85859581146919,86.36767427513884,-0.19044128829761542,0.06152123913253837,0.09145544695058294,0.3063458565080722,0.03525028212013103,0.09576795580110509,0,-0.0057293925062437134,5950.02
2017-10-23,-0.0057458684370105635,0.07758205387825756,-0.009886192468619215,0.33071586028357425,70.66576867101413,0.07473441852088837,0.06852737525744355,0.7549845432741232,0.47916850140455447,0.12218056148198642,0.22423080910584625,0.05825452642476898,26.12132769686458,82.88591729792475,-0.3130387445989693,0.07071029346622978,0.04599670713034092,0.31671080834376,0.034837686988570996,0.04707096308305525,0,-0.07418951880769387,5915.93
